hostname,record_type,resolved_ip,ttl_remaining_sec,authoritative_server
portal-web-653.apexledger.example,A,10.10.16.73,7200,1.1.1.1
cache-redis-212.apexledger.example,A,10.6.96.134,300,1.1.1.1
worker-job-136.apexledger.example,A,10.2.109.174,3600,1.0.0.1
stream-ws-024.apexledger.example,A,10.0.166.236,86400,10.0.0.1
service-620.apexledger.example,A,10.14.147.215,300,1.0.0.1
srv-db-380.apexledger.example,A,10.15.158.139,86400,1.0.0.1
service-516.apexledger.example,A,10.4.163.6,600,1.1.1.1
kafka-broker-160.apexledger.example,A,10.13.226.44,600,1.1.1.1
kafka-broker-630.apexledger.example,A,10.10.151.150,1800,10.0.0.1
cache-redis-450.apexledger.example,A,10.13.65.42,600,1.1.1.1
worker-job-912.apexledger.example,A,10.7.174.118,1800,1.0.0.1
srv-db-122.apexledger.example,A,10.2.225.222,7200,1.1.1.1
cache-redis-788.apexledger.example,A,10.10.195.210,86400,1.1.1.1
vault-sec-816.apexledger.example,A,10.11.252.252,86400,10.0.0.1
srv-node-255.apexledger.example,A,10.14.197.72,7200,1.0.0.1
billing-srv-165.apexledger.example,A,10.3.163.107,300,10.0.0.1
service-907.apexledger.example,A,10.15.142.160,3600,1.0.0.1
auth-node-178.apexledger.example,A,10.0.80.129,600,1.1.1.1
vault-sec-190.apexledger.example,A,10.14.110.226,300,10.0.0.1
vault-sec-785.apexledger.example,A,10.3.159.161,7200,1.0.0.1
worker-job-310.apexledger.example,A,10.14.60.179,86400,1.1.1.1
cache-redis-409.apexledger.example,A,10.1.232.121,1800,1.1.1.1
srv-db-443.apexledger.example,A,10.7.3.132,3600,10.0.0.1
api-gw-233.apexledger.example,A,10.13.213.223,300,10.0.0.1
service-806.apexledger.example,A,10.14.102.144,1800,10.0.0.1
service-084.apexledger.example,A,10.11.94.105,300,10.0.0.1
cache-redis-869.apexledger.example,A,10.14.13.39,1800,1.0.0.1
db-shard-412.apexledger.example,A,10.7.71.254,3600,1.1.1.1
worker-job-869.apexledger.example,A,10.8.65.90,600,1.1.1.1
vault-sec-071.apexledger.example,A,10.1.197.147,86400,1.0.0.1
stream-ws-381.apexledger.example,A,10.9.197.187,3600,1.0.0.1
vault-sec-292.apexledger.example,A,10.10.125.76,600,10.0.0.1
srv-db-367.apexledger.example,A,10.0.90.222,300,1.0.0.1
worker-job-810.apexledger.example,A,10.7.222.201,600,1.1.1.1
internal-svc-525.apexledger.example,A,10.4.63.61,600,1.0.0.1
worker-job-069.apexledger.example,A,10.13.100.239,1800,10.0.0.1
cache-redis-992.apexledger.example,A,10.5.25.139,1800,1.0.0.1
srv-db-123.apexledger.example,A,10.6.142.98,7200,1.1.1.1
portal-web-270.apexledger.example,A,10.0.148.248,3600,10.0.0.1
stream-ws-626.apexledger.example,A,10.4.164.31,300,1.1.1.1
cache-redis-808.apexledger.example,A,10.13.75.76,1800,10.0.0.1
srv-app-485.apexledger.example,A,10.12.163.23,1800,1.1.1.1
vault-sec-209.apexledger.example,A,10.4.112.45,3600,1.1.1.1
portal-web-289.apexledger.example,A,10.10.150.67,86400,1.0.0.1
srv-db-566.apexledger.example,A,10.5.29.176,86400,10.0.0.1
service-120.apexledger.example,A,10.5.50.226,300,1.1.1.1
vault-sec-396.apexledger.example,A,10.8.34.217,7200,1.1.1.1
worker-job-912.apexledger.example,A,10.12.131.33,86400,1.0.0.1
auth-node-043.apexledger.example,A,10.7.240.200,86400,1.0.0.1
srv-node-136.apexledger.example,A,10.8.89.251,3600,1.1.1.1
kafka-broker-064.apexledger.example,A,10.11.59.10,600,1.1.1.1
srv-db-097.apexledger.example,A,10.10.139.44,1800,1.0.0.1
stream-ws-265.apexledger.example,A,10.9.51.53,86400,1.1.1.1
internal-svc-194.apexledger.example,A,10.13.194.24,86400,1.0.0.1
auth-node-529.apexledger.example,A,10.10.69.208,1800,10.0.0.1
vault-sec-811.apexledger.example,A,10.9.6.213,300,1.1.1.1
auth-node-228.apexledger.example,A,10.5.213.175,300,1.0.0.1
srv-app-120.apexledger.example,A,10.4.167.1,86400,10.0.0.1
db-shard-382.apexledger.example,A,10.10.4.32,86400,1.0.0.1
auth-node-050.apexledger.example,A,10.3.63.196,86400,10.0.0.1
metrics-agent-654.apexledger.example,A,10.1.43.253,7200,1.1.1.1
api-gw-009.apexledger.example,A,10.2.185.194,7200,1.1.1.1
kafka-broker-813.apexledger.example,A,10.12.96.12,300,10.0.0.1
service-620.apexledger.example,A,10.3.52.184,7200,10.0.0.1
service-895.apexledger.example,A,10.6.73.220,3600,1.0.0.1
internal-svc-710.apexledger.example,A,10.1.156.25,300,1.1.1.1
worker-job-880.apexledger.example,A,10.8.243.149,3600,1.1.1.1
stream-ws-683.apexledger.example,A,10.14.100.28,1800,10.0.0.1
cache-redis-020.apexledger.example,A,10.13.32.126,7200,1.0.0.1
api-gw-014.apexledger.example,A,10.8.235.105,7200,1.0.0.1
stream-ws-958.apexledger.example,A,10.7.10.124,600,10.0.0.1
vault-sec-636.apexledger.example,A,10.0.188.232,86400,1.0.0.1
cache-redis-982.apexledger.example,A,10.13.244.20,1800,10.0.0.1
metrics-agent-287.apexledger.example,A,10.9.12.230,300,1.1.1.1
srv-node-994.apexledger.example,A,10.13.77.217,600,1.1.1.1
db-shard-764.apexledger.example,A,10.7.10.37,7200,1.1.1.1
kafka-broker-796.apexledger.example,A,10.2.220.54,600,1.1.1.1
auth-node-683.apexledger.example,A,10.14.116.48,300,10.0.0.1
internal-svc-570.apexledger.example,A,10.2.38.115,300,1.0.0.1
stream-ws-928.apexledger.example,A,10.6.111.125,600,1.0.0.1
vault-sec-363.apexledger.example,A,10.3.104.150,300,10.0.0.1
db-shard-817.apexledger.example,A,10.6.252.6,600,10.0.0.1
worker-job-074.apexledger.example,A,10.5.142.188,86400,1.0.0.1
billing-srv-479.apexledger.example,A,10.5.106.72,300,1.1.1.1
service-646.apexledger.example,A,10.4.250.8,600,10.0.0.1
api-gw-076.apexledger.example,A,10.1.104.178,3600,10.0.0.1
cache-redis-367.apexledger.example,A,10.5.38.40,3600,1.1.1.1
billing-srv-457.apexledger.example,A,10.3.77.141,600,10.0.0.1
billing-srv-867.apexledger.example,A,10.10.184.92,300,1.0.0.1
db-shard-010.apexledger.example,A,10.2.234.126,3600,1.1.1.1
srv-app-792.apexledger.example,A,10.14.37.28,86400,10.0.0.1
portal-web-663.apexledger.example,A,10.7.8.172,1800,1.1.1.1
stream-ws-746.apexledger.example,A,10.4.225.145,600,1.1.1.1
stream-ws-784.apexledger.example,A,10.5.148.206,1800,10.0.0.1
portal-web-319.apexledger.example,A,10.1.211.14,1800,1.0.0.1
kafka-broker-204.apexledger.example,A,10.9.170.214,7200,10.0.0.1
auth-node-817.apexledger.example,A,10.11.77.220,3600,10.0.0.1
srv-db-813.apexledger.example,A,10.4.34.29,300,1.1.1.1
srv-db-843.apexledger.example,A,10.8.19.181,7200,10.0.0.1
srv-app-041.apexledger.example,A,10.6.210.227,86400,1.0.0.1
srv-app-528.apexledger.example,A,10.14.180.249,1800,1.1.1.1
db-shard-391.apexledger.example,A,10.14.194.230,86400,1.0.0.1
metrics-agent-490.apexledger.example,A,10.1.122.108,1800,1.1.1.1
vault-sec-536.apexledger.example,A,10.11.32.240,86400,1.0.0.1
kafka-broker-081.apexledger.example,A,10.1.239.50,1800,1.0.0.1
metrics-agent-801.apexledger.example,A,10.10.253.204,7200,1.1.1.1
portal-web-557.apexledger.example,A,10.3.199.174,300,10.0.0.1
cache-redis-587.apexledger.example,A,10.15.49.158,7200,10.0.0.1
srv-node-026.apexledger.example,A,10.15.132.162,600,10.0.0.1
internal-svc-429.apexledger.example,A,10.2.202.217,600,1.0.0.1
worker-job-074.apexledger.example,A,10.2.81.176,300,1.0.0.1
worker-job-762.apexledger.example,A,10.0.75.34,600,1.1.1.1
api-gw-487.apexledger.example,A,10.13.97.30,7200,10.0.0.1
auth-node-441.apexledger.example,A,10.0.80.33,86400,1.1.1.1
worker-job-226.apexledger.example,A,10.14.184.183,1800,10.0.0.1
service-069.apexledger.example,A,10.10.64.78,300,1.0.0.1
srv-app-056.apexledger.example,A,10.5.85.107,600,1.0.0.1
srv-app-980.apexledger.example,A,10.11.6.59,600,1.0.0.1
worker-job-380.apexledger.example,A,10.11.73.126,86400,10.0.0.1
billing-srv-482.apexledger.example,A,10.14.56.79,3600,10.0.0.1
vault-sec-154.apexledger.example,A,10.10.190.126,600,1.1.1.1
srv-app-958.apexledger.example,A,10.11.213.128,3600,1.0.0.1
srv-db-527.apexledger.example,A,10.3.96.22,1800,1.1.1.1
srv-app-190.apexledger.example,A,10.15.18.240,1800,10.0.0.1
srv-db-112.apexledger.example,A,10.10.100.47,1800,10.0.0.1
billing-srv-107.apexledger.example,A,10.13.43.160,3600,10.0.0.1
portal-web-732.apexledger.example,A,10.3.155.232,1800,1.0.0.1
vault-sec-538.apexledger.example,A,10.0.36.198,3600,1.1.1.1
metrics-agent-101.apexledger.example,A,10.12.253.131,86400,10.0.0.1
stream-ws-687.apexledger.example,A,10.3.5.4,3600,1.0.0.1
service-883.apexledger.example,A,10.3.167.192,7200,1.0.0.1
service-241.apexledger.example,A,10.9.125.19,7200,1.0.0.1
worker-job-610.apexledger.example,A,10.9.165.113,86400,1.0.0.1
srv-app-493.apexledger.example,A,10.6.33.37,7200,1.1.1.1
srv-app-013.apexledger.example,A,10.15.88.58,86400,1.1.1.1
cache-redis-606.apexledger.example,A,10.14.56.183,1800,1.0.0.1
srv-app-692.apexledger.example,A,10.13.190.57,300,1.0.0.1
worker-job-981.apexledger.example,A,10.3.190.238,86400,1.0.0.1
vault-sec-724.apexledger.example,A,10.11.72.14,86400,10.0.0.1
auth-node-921.apexledger.example,A,10.8.98.55,600,1.1.1.1
db-shard-367.apexledger.example,A,10.14.65.25,600,1.1.1.1
db-shard-593.apexledger.example,A,10.3.124.45,300,1.0.0.1
billing-srv-571.apexledger.example,A,10.11.93.56,7200,1.0.0.1
worker-job-968.apexledger.example,A,10.2.73.206,600,10.0.0.1
cache-redis-288.apexledger.example,A,10.10.216.37,1800,10.0.0.1
api-gw-302.apexledger.example,A,10.5.244.163,7200,10.0.0.1
service-409.apexledger.example,A,10.4.205.146,1800,1.1.1.1
metrics-agent-164.apexledger.example,A,10.0.117.149,3600,1.1.1.1
portal-web-800.apexledger.example,A,10.8.58.243,600,1.1.1.1
portal-web-071.apexledger.example,A,10.12.216.119,86400,1.1.1.1
vault-sec-614.apexledger.example,A,10.6.137.243,1800,1.1.1.1
billing-srv-485.apexledger.example,A,10.3.123.250,300,1.1.1.1
service-081.apexledger.example,A,10.13.248.189,7200,1.1.1.1
kafka-broker-101.apexledger.example,A,10.15.216.11,300,10.0.0.1
worker-job-125.apexledger.example,A,10.2.242.193,1800,1.0.0.1
api-gw-127.apexledger.example,A,10.7.181.215,1800,1.1.1.1
worker-job-764.apexledger.example,A,10.6.203.129,600,1.1.1.1
worker-job-108.apexledger.example,A,10.13.218.125,600,10.0.0.1
service-703.apexledger.example,A,10.1.51.109,86400,10.0.0.1
auth-node-804.apexledger.example,A,10.5.73.186,300,10.0.0.1
srv-node-921.apexledger.example,A,10.12.35.132,600,1.1.1.1
service-058.apexledger.example,A,10.1.253.97,7200,1.0.0.1
internal-svc-153.apexledger.example,A,10.13.162.91,1800,1.1.1.1
kafka-broker-395.apexledger.example,A,10.12.24.182,600,10.0.0.1
internal-svc-897.apexledger.example,A,10.14.78.98,600,1.0.0.1
internal-svc-663.apexledger.example,A,10.12.77.152,3600,10.0.0.1
stream-ws-428.apexledger.example,A,10.15.105.25,7200,1.1.1.1
service-935.apexledger.example,A,10.10.79.253,3600,1.0.0.1
db-shard-540.apexledger.example,A,10.3.110.245,86400,1.1.1.1
billing-srv-378.apexledger.example,A,10.10.92.33,300,10.0.0.1
auth-node-437.apexledger.example,A,10.4.112.52,600,10.0.0.1
db-shard-619.apexledger.example,A,10.6.29.4,7200,10.0.0.1
srv-app-869.apexledger.example,A,10.15.45.144,3600,10.0.0.1
vault-sec-448.apexledger.example,A,10.14.156.35,7200,1.1.1.1
vault-sec-655.apexledger.example,A,10.1.103.97,3600,1.0.0.1
api-gw-801.apexledger.example,A,10.10.241.223,1800,1.0.0.1
cache-redis-048.apexledger.example,A,10.10.24.132,3600,10.0.0.1
srv-app-878.apexledger.example,A,10.12.102.18,3600,1.0.0.1
internal-svc-979.apexledger.example,A,10.9.19.144,1800,10.0.0.1
service-807.apexledger.example,A,10.7.41.101,1800,10.0.0.1
api-gw-994.apexledger.example,A,10.7.229.25,7200,10.0.0.1
vault-sec-668.apexledger.example,A,10.7.179.5,3600,1.1.1.1
service-792.apexledger.example,A,10.1.120.1,300,1.1.1.1
cache-redis-083.apexledger.example,A,10.10.173.113,7200,10.0.0.1
portal-web-165.apexledger.example,A,10.3.10.39,86400,1.1.1.1
billing-srv-430.apexledger.example,A,10.6.8.196,1800,10.0.0.1
portal-web-756.apexledger.example,A,10.15.207.177,600,10.0.0.1
internal-svc-003.apexledger.example,A,10.15.46.158,600,10.0.0.1
internal-svc-452.apexledger.example,A,10.6.181.35,1800,10.0.0.1
internal-svc-987.apexledger.example,A,10.3.254.81,86400,10.0.0.1
db-shard-173.apexledger.example,A,10.14.241.148,1800,10.0.0.1
srv-app-453.apexledger.example,A,10.1.167.203,86400,1.0.0.1
api-gw-800.apexledger.example,A,10.3.96.12,600,1.0.0.1
auth-node-094.apexledger.example,A,10.10.171.168,1800,1.1.1.1
service-853.apexledger.example,A,10.1.196.19,1800,1.1.1.1
portal-web-247.apexledger.example,A,10.6.177.18,7200,10.0.0.1
auth-node-513.apexledger.example,A,10.1.126.151,7200,10.0.0.1
srv-app-673.apexledger.example,A,10.11.106.3,1800,10.0.0.1
vault-sec-059.apexledger.example,A,10.4.82.140,3600,1.0.0.1
auth-node-761.apexledger.example,A,10.6.76.176,1800,1.0.0.1
db-shard-849.apexledger.example,A,10.7.58.129,7200,1.0.0.1
db-shard-741.apexledger.example,A,10.15.171.35,1800,1.1.1.1
db-shard-316.apexledger.example,A,10.10.221.252,1800,1.0.0.1
db-shard-341.apexledger.example,A,10.14.217.76,600,1.1.1.1
db-shard-766.apexledger.example,A,10.11.37.241,1800,10.0.0.1
worker-job-630.apexledger.example,A,10.9.143.176,7200,1.1.1.1
internal-svc-393.apexledger.example,A,10.3.8.48,1800,1.0.0.1
auth-node-647.apexledger.example,A,10.8.170.130,1800,10.0.0.1
srv-app-221.apexledger.example,A,10.14.239.123,7200,10.0.0.1
auth-node-821.apexledger.example,A,10.12.140.177,7200,1.1.1.1
api-gw-225.apexledger.example,A,10.2.223.86,300,1.0.0.1
stream-ws-037.apexledger.example,A,10.11.15.222,3600,1.0.0.1
db-shard-957.apexledger.example,A,10.4.221.16,300,1.1.1.1
srv-node-782.apexledger.example,A,10.10.57.143,600,1.1.1.1
portal-web-411.apexledger.example,A,10.11.245.92,3600,10.0.0.1
portal-web-693.apexledger.example,A,10.12.85.45,300,10.0.0.1
service-340.apexledger.example,A,10.10.71.41,300,10.0.0.1
service-477.apexledger.example,A,10.14.208.14,300,1.1.1.1
api-gw-500.apexledger.example,A,10.6.243.48,300,1.1.1.1
api-gw-439.apexledger.example,A,10.9.202.125,86400,10.0.0.1
kafka-broker-025.apexledger.example,A,10.10.29.211,1800,1.1.1.1
service-813.apexledger.example,A,10.15.218.181,86400,10.0.0.1
metrics-agent-997.apexledger.example,A,10.2.34.251,300,10.0.0.1
service-860.apexledger.example,A,10.1.123.39,86400,1.0.0.1
worker-job-670.apexledger.example,A,10.0.144.187,1800,10.0.0.1
srv-app-141.apexledger.example,A,10.12.101.152,300,1.0.0.1
stream-ws-541.apexledger.example,A,10.3.248.118,1800,1.0.0.1
portal-web-258.apexledger.example,A,10.9.57.87,600,1.0.0.1
kafka-broker-475.apexledger.example,A,10.3.164.68,600,1.1.1.1
service-902.apexledger.example,A,10.8.229.247,3600,1.1.1.1
kafka-broker-162.apexledger.example,A,10.6.124.52,3600,10.0.0.1
metrics-agent-471.apexledger.example,A,10.15.93.207,600,10.0.0.1
srv-app-568.apexledger.example,A,10.1.128.44,7200,1.1.1.1
srv-db-119.apexledger.example,A,10.14.101.29,3600,10.0.0.1
srv-app-494.apexledger.example,A,10.14.109.131,3600,1.0.0.1
stream-ws-860.apexledger.example,A,10.6.177.127,86400,1.0.0.1
srv-app-789.apexledger.example,A,10.12.125.208,7200,1.0.0.1
portal-web-534.apexledger.example,A,10.15.21.18,300,10.0.0.1
srv-app-323.apexledger.example,A,10.15.236.175,7200,1.0.0.1
api-gw-476.apexledger.example,A,10.1.160.214,86400,1.0.0.1
stream-ws-822.apexledger.example,A,10.7.165.194,3600,10.0.0.1
db-shard-109.apexledger.example,A,10.11.62.243,300,1.1.1.1
billing-srv-563.apexledger.example,A,10.7.127.68,1800,1.0.0.1
api-gw-826.apexledger.example,A,10.11.134.251,3600,1.0.0.1
vault-sec-541.apexledger.example,A,10.3.74.91,7200,1.0.0.1
db-shard-982.apexledger.example,A,10.15.170.123,300,10.0.0.1
db-shard-993.apexledger.example,A,10.15.55.128,600,1.1.1.1
portal-web-102.apexledger.example,A,10.6.213.178,600,1.1.1.1
srv-node-014.apexledger.example,A,10.15.41.51,300,1.0.0.1
cache-redis-891.apexledger.example,A,10.7.49.104,3600,1.0.0.1
api-gw-507.apexledger.example,A,10.7.211.55,3600,1.0.0.1
srv-db-261.apexledger.example,A,10.12.84.148,600,10.0.0.1
billing-srv-140.apexledger.example,A,10.8.6.215,600,10.0.0.1
metrics-agent-184.apexledger.example,A,10.0.162.16,86400,10.0.0.1
auth-node-018.apexledger.example,A,10.15.91.71,3600,10.0.0.1
srv-db-677.apexledger.example,A,10.3.101.155,7200,10.0.0.1
vault-sec-600.apexledger.example,A,10.11.10.167,86400,1.0.0.1
kafka-broker-417.apexledger.example,A,10.0.89.180,7200,10.0.0.1
internal-svc-128.apexledger.example,A,10.6.19.25,600,1.0.0.1
internal-svc-371.apexledger.example,A,10.2.255.174,7200,1.1.1.1
kafka-broker-245.apexledger.example,A,10.6.97.8,86400,1.1.1.1
srv-node-550.apexledger.example,A,10.6.140.131,86400,1.0.0.1
api-gw-212.apexledger.example,A,10.10.227.182,7200,10.0.0.1
srv-app-090.apexledger.example,A,10.8.120.70,300,1.1.1.1
cache-redis-011.apexledger.example,A,10.14.33.8,7200,1.1.1.1
db-shard-136.apexledger.example,A,10.13.245.215,1800,10.0.0.1
vault-sec-109.apexledger.example,A,10.7.27.240,1800,1.1.1.1
billing-srv-722.apexledger.example,A,10.14.63.98,600,10.0.0.1
portal-web-582.apexledger.example,A,10.15.116.39,86400,10.0.0.1
portal-web-134.apexledger.example,A,10.1.23.221,300,10.0.0.1
billing-srv-328.apexledger.example,A,10.8.206.52,300,10.0.0.1
db-shard-446.apexledger.example,A,10.2.146.125,600,1.0.0.1
auth-node-943.apexledger.example,A,10.10.188.132,86400,1.1.1.1
db-shard-311.apexledger.example,A,10.15.88.161,1800,1.1.1.1
stream-ws-271.apexledger.example,A,10.1.89.66,300,1.1.1.1
srv-app-152.apexledger.example,A,10.9.81.192,7200,1.1.1.1
service-473.apexledger.example,A,10.5.46.129,1800,10.0.0.1
auth-node-031.apexledger.example,A,10.15.228.188,300,1.1.1.1
srv-node-667.apexledger.example,A,10.2.17.147,1800,1.0.0.1
worker-job-851.apexledger.example,A,10.7.243.227,3600,1.0.0.1
metrics-agent-682.apexledger.example,A,10.9.48.196,7200,1.1.1.1
srv-db-566.apexledger.example,A,10.13.220.15,1800,1.0.0.1
auth-node-261.apexledger.example,A,10.6.224.29,300,1.1.1.1
internal-svc-539.apexledger.example,A,10.2.45.30,300,10.0.0.1
internal-svc-063.apexledger.example,A,10.6.66.253,1800,10.0.0.1
cache-redis-909.apexledger.example,A,10.15.163.211,1800,1.0.0.1
portal-web-460.apexledger.example,A,10.9.220.197,1800,1.0.0.1
kafka-broker-568.apexledger.example,A,10.11.201.87,86400,10.0.0.1
service-382.apexledger.example,A,10.11.234.206,300,10.0.0.1
kafka-broker-182.apexledger.example,A,10.6.201.81,7200,1.1.1.1
db-shard-399.apexledger.example,A,10.3.130.30,600,10.0.0.1
service-289.apexledger.example,A,10.11.109.230,600,10.0.0.1
internal-svc-470.apexledger.example,A,10.8.21.197,600,10.0.0.1
srv-node-373.apexledger.example,A,10.7.29.233,300,1.0.0.1
auth-node-797.apexledger.example,A,10.14.14.25,3600,1.1.1.1
billing-srv-083.apexledger.example,A,10.1.148.32,7200,1.0.0.1
billing-srv-562.apexledger.example,A,10.3.215.229,1800,1.0.0.1
billing-srv-086.apexledger.example,A,10.7.140.157,3600,1.1.1.1
auth-node-885.apexledger.example,A,10.10.35.116,600,1.1.1.1
service-544.apexledger.example,A,10.4.206.103,86400,1.0.0.1
service-989.apexledger.example,A,10.2.146.188,1800,10.0.0.1
metrics-agent-810.apexledger.example,A,10.4.225.233,86400,1.1.1.1
billing-srv-942.apexledger.example,A,10.8.207.20,3600,1.0.0.1
kafka-broker-690.apexledger.example,A,10.7.235.135,86400,10.0.0.1
portal-web-452.apexledger.example,A,10.6.115.246,300,10.0.0.1
internal-svc-417.apexledger.example,A,10.12.61.7,3600,10.0.0.1
db-shard-520.apexledger.example,A,10.2.207.90,7200,1.0.0.1
cache-redis-363.apexledger.example,A,10.14.173.176,7200,10.0.0.1
srv-app-566.apexledger.example,A,10.13.80.155,3600,1.0.0.1
api-gw-792.apexledger.example,A,10.0.242.40,86400,1.0.0.1
auth-node-765.apexledger.example,A,10.10.135.67,600,10.0.0.1
srv-app-192.apexledger.example,A,10.0.58.18,1800,1.1.1.1
internal-svc-832.apexledger.example,A,10.7.21.212,1800,1.1.1.1
srv-node-737.apexledger.example,A,10.1.77.56,86400,1.0.0.1
srv-db-768.apexledger.example,A,10.13.57.125,86400,1.0.0.1
db-shard-331.apexledger.example,A,10.11.14.210,86400,1.1.1.1
db-shard-247.apexledger.example,A,10.2.22.90,7200,1.0.0.1
cache-redis-851.apexledger.example,A,10.0.50.161,3600,1.1.1.1
service-220.apexledger.example,A,10.2.141.168,1800,10.0.0.1
stream-ws-058.apexledger.example,A,10.3.88.139,1800,1.1.1.1
db-shard-797.apexledger.example,A,10.11.195.4,3600,1.0.0.1
srv-db-620.apexledger.example,A,10.6.182.141,600,1.0.0.1
cache-redis-071.apexledger.example,A,10.1.165.122,7200,10.0.0.1
stream-ws-589.apexledger.example,A,10.12.85.85,600,10.0.0.1
api-gw-942.apexledger.example,A,10.1.35.146,86400,1.0.0.1
cache-redis-338.apexledger.example,A,10.6.72.125,600,1.1.1.1
service-010.apexledger.example,A,10.5.234.5,3600,10.0.0.1
metrics-agent-951.apexledger.example,A,10.0.86.175,3600,1.1.1.1
worker-job-966.apexledger.example,A,10.5.254.115,300,1.0.0.1
db-shard-017.apexledger.example,A,10.10.219.195,600,1.0.0.1
worker-job-583.apexledger.example,A,10.10.146.212,86400,1.1.1.1
billing-srv-943.apexledger.example,A,10.14.195.212,3600,1.0.0.1
srv-db-182.apexledger.example,A,10.4.22.158,3600,1.0.0.1
billing-srv-773.apexledger.example,A,10.4.14.183,3600,1.1.1.1
cache-redis-862.apexledger.example,A,10.9.19.120,600,10.0.0.1
kafka-broker-862.apexledger.example,A,10.13.35.20,300,1.0.0.1
db-shard-162.apexledger.example,A,10.15.94.169,300,1.0.0.1
portal-web-291.apexledger.example,A,10.0.222.209,1800,1.1.1.1
service-149.apexledger.example,A,10.0.252.85,600,1.0.0.1
srv-app-484.apexledger.example,A,10.10.121.94,600,1.0.0.1
stream-ws-275.apexledger.example,A,10.1.46.121,86400,1.1.1.1
kafka-broker-509.apexledger.example,A,10.3.67.65,7200,1.1.1.1
